조회연월,거래년,거래월,거래일,시군구코드,시군구명,법정동,도로명,아파트명,거래금액(만원),전용면적(㎡),층,건축년도,거래일자,기준금리,주담대금리,CPI,주택매매가격지수,주택전세가격지수,아파트매매가격지수,현금통화,경제활동인구,경도,위도,최단지하철역,역거리,역도보시간,버스정류장수,병원거리,마트수,편의점수,공원개수,고속도로거리
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,59.99,저층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,59.99,중층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,59.99,고층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,84.99,저층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,84.99,중층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,84.99,고층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,112.87,저층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,112.87,중층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC SK VIEW,,112.87,고층,2023,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8959227,37.5810965,수색역 경의중앙선,34.0,0.5,4.0,114.0,3.0,13.0,14.0,2121.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,16.03,저층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,16.03,중층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,16.03,고층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,59.9,저층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,59.9,중층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,59.9,고층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,74.34,저층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,74.34,중층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,74.34,고층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,84.99,저층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,84.99,중층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,10023,서대문구,남가좌동,수색로2길,DMC금호리첸시아,,84.99,고층,2024,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.916165,37.570789,가좌역 경의중앙선,256.0,3.7,1.0,119.0,4.0,13.0,23.0,701.0
202510,2025,11,30,12013,서대문구,북가좌동,증가로,DMC두산위브,,84.97,저층,2007,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9172378,37.5802688,증산역 6호선,785.0,11.2,0.0,308.0,6.0,18.0,24.0,956.0
202510,2025,11,30,12013,서대문구,북가좌동,증가로,DMC두산위브,,84.97,중층,2007,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9172378,37.5802688,증산역 6호선,785.0,11.2,0.0,308.0,6.0,18.0,24.0,956.0
202510,2025,11,30,12013,서대문구,북가좌동,증가로,DMC두산위브,,84.97,고층,2007,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9172378,37.5802688,증산역 6호선,785.0,11.2,0.0,308.0,6.0,18.0,24.0,956.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,59.97,저층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,59.97,중층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,59.97,고층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,84.94,저층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,84.94,중층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,84.94,고층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,120.93,저층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,120.93,중층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,120.93,고층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,153.36,저층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,153.36,중층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,153.36,고층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,201.71,저층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,201.71,중층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12013,서대문구,북가좌동,수색로,DMC래미안e편한세상,,201.71,고층,2012,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9109013,37.572773,가좌역 경의중앙선,565.0,8.1,1.0,99.0,5.0,10.0,22.0,924.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,59.82,저층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,59.82,중층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,59.82,고층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,84.92,저층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,84.92,중층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,84.92,고층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,114.9,저층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,114.9,중층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,12012,서대문구,남가좌동,증가로,DMC래미안클라시스,,114.9,고층,2000,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9160723,37.5786616,증산역 6호선,809.0,11.6,0.0,117.0,7.0,16.0,22.0,890.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,39.83,저층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,39.83,중층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,39.83,고층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,49.86,저층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,49.86,중층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,49.86,고층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,59.96,저층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,59.96,중층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,59.96,고층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,84.92,저층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,84.92,중층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,84.92,고층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,99.93,저층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,99.93,중층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,99.93,고층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,114.95,저층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,114.95,중층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,10024,은평구,수색동,수색로,DMC롯데캐슬더퍼스트,,114.95,고층,2021,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.891951,37.584794,수색역 경의중앙선,545.0,7.8,1.0,115.0,3.0,12.0,12.0,2315.0
202510,2025,11,30,12187,마포구,중동,성암로11길,DMC마포청구아파트,,84.72,저층,1994,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9020362,37.5740861,디지털미디어시티역 6호선,224.0,3.2,4.0,324.0,5.0,12.0,17.0,1178.0
202510,2025,11,30,12187,마포구,중동,성암로11길,DMC마포청구아파트,,84.72,중층,1994,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9020362,37.5740861,디지털미디어시티역 6호선,224.0,3.2,4.0,324.0,5.0,12.0,17.0,1178.0
202510,2025,11,30,12187,마포구,중동,성암로11길,DMC마포청구아파트,,84.72,고층,1994,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.9020362,37.5740861,디지털미디어시티역 6호선,224.0,3.2,4.0,324.0,5.0,12.0,17.0,1178.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로43길,DMC상암센트럴파크1단지,,84.91,저층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8968328,37.5740878,디지털미디어시티역 공항철도,392.0,5.6,4.0,62.0,4.0,11.0,13.0,1368.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로43길,DMC상암센트럴파크1단지,,84.91,중층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8968328,37.5740878,디지털미디어시티역 공항철도,392.0,5.6,4.0,62.0,4.0,11.0,13.0,1368.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로43길,DMC상암센트럴파크1단지,,84.91,고층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8968328,37.5740878,디지털미디어시티역 공항철도,392.0,5.6,4.0,62.0,4.0,11.0,13.0,1368.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로43길,DMC상암센트럴파크1단지,,113.91,저층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8968328,37.5740878,디지털미디어시티역 공항철도,392.0,5.6,4.0,62.0,4.0,11.0,13.0,1368.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로43길,DMC상암센트럴파크1단지,,113.91,중층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8968328,37.5740878,디지털미디어시티역 공항철도,392.0,5.6,4.0,62.0,4.0,11.0,13.0,1368.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로43길,DMC상암센트럴파크1단지,,113.91,고층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.8968328,37.5740878,디지털미디어시티역 공항철도,392.0,5.6,4.0,62.0,4.0,11.0,13.0,1368.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,36.69,저층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,36.69,중층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,36.69,고층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,51.97,저층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,51.97,중층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,51.97,고층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,59.9,저층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,59.9,중층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,59.9,고층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,74.6,저층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,74.6,중층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,12179,마포구,상암동,월드컵북로42가길,DMC상암센트럴파크2단지,,74.6,고층,2009,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.896649,37.575112,디지털미디어시티역 공항철도,288.0,4.1,5.0,74.0,4.0,13.0,10.0,1482.0
202510,2025,11,30,10025,서대문구,남가좌동,증가로,DMC센트럴아이파크,,59.9,저층,2018,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.92029671,37.580618738,증산역 6호선,1015.0,14.5,0.0,211.0,5.0,24.0,21.0,867.0
202510,2025,11,30,10025,서대문구,남가좌동,증가로,DMC센트럴아이파크,,59.9,중층,2018,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.92029671,37.580618738,증산역 6호선,1015.0,14.5,0.0,211.0,5.0,24.0,21.0,867.0
202510,2025,11,30,10025,서대문구,남가좌동,증가로,DMC센트럴아이파크,,59.9,고층,2018,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.92029671,37.580618738,증산역 6호선,1015.0,14.5,0.0,211.0,5.0,24.0,21.0,867.0
202510,2025,11,30,10025,서대문구,남가좌동,증가로,DMC센트럴아이파크,,84.95,저층,2018,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.92029671,37.580618738,증산역 6호선,1015.0,14.5,0.0,211.0,5.0,24.0,21.0,867.0
202510,2025,11,30,10025,서대문구,남가좌동,증가로,DMC센트럴아이파크,,84.95,중층,2018,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.92029671,37.580618738,증산역 6호선,1015.0,14.5,0.0,211.0,5.0,24.0,21.0,867.0
202510,2025,11,30,10025,서대문구,남가좌동,증가로,DMC센트럴아이파크,,84.95,고층,2018,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.92029671,37.580618738,증산역 6호선,1015.0,14.5,0.0,211.0,5.0,24.0,21.0,867.0
202510,2025,11,30,10025,서대문구,남가좌동,증가로,DMC센트럴아이파크,,103.27,저층,2018,2025-11-30,2.5,3.96,117.42,100.984,94.447,182.9,192246.6,29788,126.92029671,37.580618738,증산역 6호선,1015.0,14.5,0.0,211.0,5.0,24.0,21.0,867.0
